title,url,date,summary,MediaAgency,title_english,summary_english,tags
"'ഒറ്റയ്‌ക്ക് വന്നാൽ ഒപ്പം കൂട്ടാം, തൃണമൂലിനൊപ്പം വേണ്ട'; അൻവറുമായി ചർച്ചയ്‌ക്കൊരുങ്ങി കോൺഗ്രസ്",https://keralakaumudi.com/news/news.php?id=1520563&u=congress-tmc-rift,21-04-2025,തിരുവനന്തപുരം: തൃണമൂൽ കോൺഗ്രസിനെ മുന്നണിയുടെ ഭാഗമാക്കാതെ പിവി അൻവറിനെ യുഡിഎഫിലെടുക്കാമെന്ന് തീരുമാനിച്ച് കോൺഗ്രസ്.,KerelaKaumudi,"'The Congress was to collect, collectively in the coming, not to gather with Trinamul","The Congress decided to take the UDF in the Thiruvananthapuram, the Trinamool Congress will not be the UDF.","{'orgs': ['UDF', 'Congress', 'Trinam', 'Trinamool Congress'], 'locs': ['Kerala, 695001, India'], 'events': ['politics']}"
പോക്‌സോ കേസ് അതിജീവിതയായ പതിനേഴുകാരിയേയും മൂന്ന് വയസുള്ള കുഞ്ഞിനെയും കാണാതായി,https://keralakaumudi.com/news/news.php?id=1520566&u=pocso-case-victim-and-child-missing,21-04-2025,കോഴിക്കോട്: പ്രായപൂർത്തിയാകാത്ത പെൺകുട്ടിയേയും കുഞ്ഞിനെയും കോഴിക്കോട്ടെ വനിതാ ശിശു സംരക്ഷണ കേന്ദ്രത്തിൽ നിന്ന് കാണാതായി.,KerelaKaumudi,Pocko Case and a three-year-old baby were missing,"Kozhikode, the Kozhikode, Kozhikode, Kozhikode, was missing from the Women's Child Protection Center.","{'pers': ['Pocko Case'], 'locs': ['Kerala, 673001, India'], 'orgs': ['Womens Child Protection Center'], 'events': []}"
'സെറ്റുകളിൽ ലഹരി എത്തിക്കാൻ ഇടനിലക്കാർ'; ഷെെനിന്റെ മൊഴിയുടെ പൂർണരൂപം പുറത്ത്,https://keralakaumudi.com/news/news.php?id=1520568&u=shine-tom-chacko-open-up-about-complaint,21-04-2025,തിരുവനന്തപുരം: രാസലഹരിക്കേസിൽ നടൻ ഷൈൻ ടോം ചാക്കോ പൊലീസിന് നൽകിയ മൊഴിയുടെ പൂർണരൂപം പുറത്ത്.,KerelaKaumudi,The full source of shinen's statement of shin's statement is nulled,"In the Chiruvananthapuram, the statement given to Shine Tom Chacko Police has set out the full source of the statement given to the Chacko Police.","{'locs': [], 'orgs': ['Chacko Police', 'Shine Tom'], 'pers': ['Chacko Police'], 'events': []}"
"പരാതിക്ക് പിന്നാലെ സ്പെഷ്യൽ ട്രെയിൻ, നേട്ടം സർക്കാർ ജീവനക്കാർക്ക് മാത്രം: വൈകിട്ട് തുടങ്ങും ആ ദുരിതം",https://keralakaumudi.com/news/news.php?id=1520586&u=train-journey-from-kozhikode-to-the-north-will-begin-after-6-pm,21-04-2025,കോഴിക്കോട്: വെെകിട്ട് ആറു മണികഴിഞ്ഞാൽ തുടങ്ങും കോഴിക്കോട്ടു നിന്ന് വടക്കോട്ടുള്ള ട്രെയിൻ യാത്രാ ദുരിതം.,KerelaKaumudi,Superior Train and Good Employee will begin only to the earlier of government employees,The north of Kozhikode will begin to start with the chick Kozhikode and the north of Kozhikode.,"{'locs': ['Kerala, 673001, India'], 'events': ['politics']}"
"തുർക്കി യുദ്ധക്കപ്പൽ കറാച്ചി തുറമുഖത്ത്, ബുധനാഴ്ച വരെ തുടരും; പാക്ക് നാവികസേന ഉദ്യോഗസ്ഥരുമായി കൂടിക്കാഴ്ച",https://www.manoramaonline.com/news/latest-news/2025/05/05/turkey-pakistan-naval-cooperation-warship-karachi-visit.html,05-05-2025,കറാച്ചി∙ ഇന്ത്യ-പാക്കിസ്ഥാൻ സംഘർഷങ്ങൾക്കിടെ തുർക്കി നാവികസേനയുടെ ഒരു യുദ്ധക്കപ്പൽ ഞായറാഴ്ച കറാച്ചി തുറമുഖത്ത് എത്തി. തുർക്കി നാവികസേനയുടെ അഡ-ക്ലാസ് എഎസ്ഡബ്ല്യു കോർവെറ്റുകളുടെ രണ്ടാമത്തെ കപ്പലായ ടിസിജി ബ്യുകോദ ബുധനാഴ്ച വരെ കറാച്ചിയിൽ തുടരുമെന്നാണ് വിവരം. അങ്കാറയിൽനിന്ന് തുർക്കി വ്യോമസേനയുടെ സി-130 വിമാനം കറാച്ചിയിൽ വന്നിറങ്ങിയതിന് ദിവസങ്ങൾക്കുള്ളിലാണ് യുദ്ധക്കപ്പലും തീരമണിഞ്ഞത്.,Manorama,Turkish warship Karachi port and meeting with Pakistani navy officials on Wednesday,"A warship of the Navy of the Turki Navy arrived at the port of the Turkish Navy in Karachi India-Pakistan clashes.The second fleeter of the Turkish Navy's Ada-Class ASW Corvates, the second fleet of ASW Corvvvvvets, will remain in Karachi until Wednesday.From Ankara, the Turkara Air Force's C-12 aircraft has reached Karachi in Karachi.","{'miscs': ['Turkish', 'Pakistani', 'C12'], 'locs': ['Karachi Division, Pakistan', 'Central Anatolia Region, 06420, Turkey', 'Telangana, 500007, India'], 'orgs': ['Turki Navy', 'ASW Covet', 'Turkara Air Forces', 'Turkish Navy', 'AdaClass ASW Co', 'Navy'], 'events': []}"
അടിവയറ്റിലെ കൊഴുപ്പു നീക്കാൻ ശസ്ത്രക്രിയ; വനിതാ സോഫ്റ്റ്‌വെയർ എൻജിനീയർ ഗുരുതരാവസ്ഥയിൽ,https://www.manoramaonline.com/district-news/thiruvananthapuram/2025/05/05/software-engineer-critical-after-surgery.html,05-05-2025,,Manorama,Surgical women's software engineer's critical condition to move the fat in the abdomen,,{'events': []}
"നീറ്റ് പരീക്ഷയുടെ ഹാൾ ടിക്കറ്റിൽ പേര് തെറ്റ്, അവസാനം അമ്മയെത്തി പ്രശ്നം ‘നീറ്റായി’ പരിഹരിച്ചു",https://www.manoramaonline.com/district-news/idukki/2025/05/05/neet-exam-hall-ticket-mistake-solved.html,05-05-2025,,Manorama,"Name fault in the hall tickets of the desiretics, at the end of the last, the mother and the problem was fixed",,{'events': []}
‘നിങ്ങൾ ആഗ്രഹിക്കുന്നത് തീർച്ചയായും സംഭവിക്കും; മോദിയുടെ പ്രവർത്തനശൈലി ജനങ്ങൾക്ക് നന്നായി അറിയാം’,https://www.manoramaonline.com/news/latest-news/2025/05/05/india-pakistan-conflict-retaliation-rajnath-singh-warning.html,05-05-2025,"ഇന്ത്യയെ ആക്രമിക്കാൻ ശ്രമിക്കുന്നവർക്ക് ഉചിതമായ മറുപടി നൽകേണ്ടത് തന്റെ തന്റെ ഉത്തരവാദിത്തമാണെന്ന് പ്രതിരോധ മന്ത്രി രാജ്‌നാഥ് സിങ്. പ്രധാനമന്ത്രി നരേന്ദ്ര മോദിയെ ജനങ്ങൾക്ക് നന്നായി അറിയാമെന്നും അദ്ദേഹത്തിന്റെ പ്രവർത്തന ശൈലി, ദൃഢനിശ്ചയം, ജീവിതത്തിൽ വെല്ലുവിളി ഏറ്റെടുക്കാൻ അദ്ദേഹം പഠിച്ച രീതി എന്നിവയെക്കുറിച്ച് അവർക്ക് അറിയാമെന്നും കേന്ദ്രമന്ത്രി പറഞ്ഞു. പ്രധാനമന്ത്രി മോദിയുടെ നേതൃത്വത്തിൽ, നിങ്ങൾ ആഗ്രഹിക്കുന്നത് തീർച്ചയായും സംഭവിക്കുമെന്ന് ഞാൻ നിങ്ങൾക്ക് ഉറപ്പ് നൽകുന്നതായും പ്രതിരോധമന്ത്രി പറഞ്ഞു. ഏപ്രിൽ 22ന് പഹൽഗാമിൽ നടന്ന ഭീകരാക്രമണത്തിൽ 26 പേർ കൊല്ലപ്പെട്ടതിൽ പാക്കിസ്ഥാനു തിരിച്ചടി നൽകാൻ ഇന്ത്യ ആലോചിക്കുന്നതിനിടെയാണ് അദ്ദേഹത്തിന്റെ പ്രസ്താവന.",Manorama,You will certainly mean that the action of Modi is well known for people,"Defense of Defense Rajnath Singh is his responsibility to reply to those who try to attack India.The Union Minister said that the Prime Minister Narendra Modi knows Narendra Modi well and his work, determination, he knew that he had learned to take up the challenge in life.The defense minister said that the Prime Minister Modi's leadership is that what you want will come to you.His statement is considering to provide Pakistan to replace Pakistan in the killing of 26 people in Pahalgam on April 22.","{'pers': ['Modis', 'Narendra Modi', 'Rajnath Singh', 'Modi'], 'orgs': ['Defense of Defense'], 'locs': ['India', 'Jammu and Kashmir, 192126, India', 'Pakistan'], 'events': ['terrorism', 'politics']}"
"പെങ്ങൾക്ക് കൂട്ടായി വന്നു, നാടിന്റെ പ്രിയപ്പെട്ടവനായി; ദുരന്തത്തിലേക്ക് വഴിമാറി സൗഹൃദയാത്ര: കണ്ണീർക്കടലായി നെല്ലിമൂട് ഗ്രാമം",https://www.manoramaonline.com/district-news/thiruvananthapuram/2025/05/05/nellimoodu-velankanni-pilgrimage-accident.html,05-05-2025,,Manorama,"The pores came to the pores, the village of tears of tears to be friendly to disaster",,{'events': []}
വേളാങ്കണ്ണിയിലേക്ക് പോയ വാഹനം തിരുവാരൂരിൽ അപകടത്തിൽപ്പെട്ടു; നാല് മലയാളികൾക്ക് ദാരുണാന്ത്യം,https://www.manoramaonline.com/news/latest-news/2025/05/04/malayalis-died-in-thiruvarur-bus-accident.html,04-05-2025,"ചെന്നൈ ∙ തിരുവാരൂരിൽ വാനും ബസും കൂട്ടിയിടിച്ച് മലയാളികളായ നാലു പേർ മരിച്ചു. വാനിൽ യാത്ര ചെയ്തിരുന്ന തിരുവനന്തപുരം സ്വദേശികളായ രജിനാഥ്, രാജേഷ്, സജിത്ത്, രാഹുൽ എന്നിവരാണ് മരിച്ചത്. കാഞ്ഞിരംകുളം സ്വദേശി റജീനാഥ്, തിരുവനന്തപുരം നെല്ലിമൂട് സ്വദേശികളായ സാബു, സുനിൽ എന്നിവരെ സാരമായ പരുക്കുകളോടെ സമീപത്തെ സർക്കാർ ആശുപത്രിയിൽ പ്രവേശിപ്പിച്ചു.",Manorama,Four Malanaranni's Velankanni tragulams,"In Chennai Thiruvar, four killed in Malayalees.The deceased have been identified as Reginath, Rajesh, Sajith and Rahul from Thiruvananthapuram.Sabu and Sunul, a nellow injurant, Thiruvananthapuram Nellmood, Thiruvananthapuram Nellmood, is rushed to the nearby government hospital with a natural injuries.","{'pers': ['Regina', 'Velanka', 'Sun', 'Nellmoodhirunthapuram', 'Nellmood', 'Rajesh Sajith', 'Rahul', 'Mal'], 'locs': ['Tamil Nadu, 600001, India'], 'miscs': ['Malayalee'], 'events': ['politics', 'accident']}"
"തീപിടിത്തത്തിനു പിന്നിൽ ബാറ്ററിയിലെ ഇന്റേണൽ ഷോർട്ടേജ്, കത്തിനശിച്ചത് 34 എണ്ണം: പ്രാഥമിക റിപ്പോർട്ട്",https://www.manoramaonline.com/news/latest-news/2025/05/04/kozhikode-medical-college-fire-caused-by-battery-short-circuit.html,04-05-2025,കോഴിക്കോട്∙ കോഴിക്കോട് മെഡിക്കൽ കോളജിന്റെ അത്യാഹിത വിഭാഗത്തിൽ പുക പട‍ർന്നത് ബാറ്ററിയിലെ ഇന്റേർണൽ ഷോർട്ടേജ് മൂലം സിപിയു യൂണിറ്റിൽ തീപിടിച്ചതുകൊണ്ടാണെന്ന് പ്രാഥമിക അന്വേഷണ റിപ്പോർട്ട്. ബാറ്ററി സൂക്ഷിച്ച മുറിയിൽനിന്നാണു കെട്ടിടത്തിൽ പുക നിറഞ്ഞത്. യൂണിറ്റിലെ ഒരു ബാറ്ററി ചൂടായി വീർത്തതാണ് ഷോർട്ടേജിനു കാരണം. ഇതു പൊട്ടിത്തെറിക്കുകയും തീ മറ്റു ബാറ്ററികളിലേക്ക് പടർന്ന് അവയും പൊട്ടിത്തെറിക്കുകയായിരുന്നു. ഇത്തരത്തിൽ 34 ലെഡ് ആസിഡ് ബാറ്ററികളാണ് കത്തിനശിച്ചത്.,Manorama,The internal shortage of battery behind fire,"The primary inquiry report was why smoke spread in the emergency group of Kozhikode Calicut Medical College, Kozhikode.The battery is full of smoke in the building.A battery in the unit is due to shortage of shorters.It explodes and sparkled down to the fire and spreading down to other batteries.The burnt was adjacented by 34 led acid batteries.","{'locs': ['Kerala, 673001, India', 'Kozhikode, Kerala, India'], 'orgs': ['College'], 'events': []}"
